Follow-up ID,Parent ID,HMG Contact,Referral Date,Referral,Notes,Why Follow-up,Follow-up Date,Done,Result,Child ID
4015,2566,AndreaR,2013-03-21,Interoffice,attach enrollment form,Update Family Information,2013-03-28,1,Complete,
4017,2323,BarbaraL,2013-03-21,Interoffice,Will locate resources available through the summer. BL,Research,2013-05-01,1,,
4019,2151,BarbaraL,2013-03-21,Informational resources,"Mom planning to move to Sandy see if needs local resources, Mom texted she is not moving and is interested again in services in Utah County. BL",Connected?,2013-05-01,1,Complete,
4020,2311,AndreaR,2013-03-22,Interoffice,Call Valley Mental Health for Mom,Connected?,2013-04-01,1,Complete,
4021,2569,AndreaR,2013-03-25,Interoffice,call mom at 11 in the morning,Update Family Information,2013-04-22,1,Complete,
4022,2570,AndreaR,2013-03-25,Interoffice,new family/ how may we help you/ add in Doctor information,Update Family Information,2013-05-02,1,Complete,
4023,2571,MeganT,2013-03-25,Interoffice,New Family/ welcome letter/ how can we help you?,Update Family Information,2013-04-15,0,,
4024,2572,AndreaR,2013-03-25,Interoffice,"New family, verify address, and childs last name/how may we help you welcome letter",Update Family Information,2013-03-28,1,Complete,
4025,2567,HillaryM,2013-03-25,Interoffice,send welcome letter/survey link. Does she have an email? Dw,Send Survey Link,2013-03-25,1,,
4029,1938,AndreaR,2013-03-25,Interoffice,write mom email of responses and attach enrollment form,Update Family Information,2013-03-28,1,Complete,
4031,2136,TaliaS,2013-03-26,Close File,,,2013-03-26,0,No follow through by client,
4032,2559,AndreaR,2013-03-25,Interoffice,called left VM,Update Family Information,2013-03-25,1,Left Message,
4043,2401,DeborahW,2013-03-26,Centro Hispano  801-655-0258,"started talking to mom, but then phone cut out…",Connected?,2013-03-26,1,Left Message,
4045,2452,DeborahW,2013-03-26,Interoffice,"any housing leads? Jobs? She's tapped into DWS, employment, food stamps, living at her grandparents. Frustrated that family won't help her. Is waiting to hear back from a job at walmart hopefully.",Verify Improvement,2013-06-28,0,,
4046,2459,DeborahW,2013-03-26,Interoffice,,Update Family Information,2013-03-26,1,Left Message,
4048,2362,DeborahW,2013-03-26,Holy Cross Ministries 801-261-3440 x748,has received application and is completing it in order to receive child support.,Connected?,2013-04-26,1,,
4049,2523,DeborahW,2013-03-26,Interoffice,,Update Family Information,2013-03-26,1,Left Message,
4050,2462,DeborahW,2013-03-26,Housing Authority,sent email again. Phone doesn't work.,Connected?,2013-03-26,1,Left Message,
4052,1906,MeganT,2013-03-27,Interoffice,"call to see if still interested in ASQ if no response to email, if no response close file",Update Family Information,2013-04-22,0,,
4053,1906,AndreaR,2013-03-27,Interoffice,emailed,Update Family Information,2013-03-27,1,Left Message,
4054,1905,AndreaR,2013-03-27,Interoffice,emailed asking if interested in ASQ,Update Family Information,2013-03-27,1,Left Message,
4055,1905,AndreaR,2013-03-27,Interoffice,call if no response,Update Family Information,2013-05-02,1,Complete,
4058,2371,AndreaR,2013-03-27,Interoffice,call Valley Mental health,Other,2013-03-27,1,Complete,
4060,2207,AndreaR,2013-03-27,Interoffice,emailed,Update Family Information,2013-03-27,1,Left Message,
4061,2042,AndreaR,2013-03-28,Interoffice,emailed mom questions,Update Family Information,2013-03-28,1,Left Message,
4062,2504,AndreaR,2013-03-28,Interoffice,emailed her questions,Update Family Information,2013-03-28,1,Left Message,
4063,2503,AndreaR,2013-03-28,Other,emailed her questions,Update Family Information,2013-03-28,1,Left Message,
4064,2519,AndreaR,2013-03-28,Other,emailed with questions about Doctor,Update Family Information,2013-03-28,1,Left Message,
4065,2179,MeganT,2013-03-28,Interoffice,email ask about doctor and race and ethnicity,Update Family Information,2013-05-13,1,,
4070,2386,HillaryM,2013-03-28,Interoffice,,Update Family Information,2013-03-28,1,Left Message,
4071,2398,AndreaR,2013-03-28,Interoffice,,Update Family Information,2013-03-28,1,,
4072,2575,LauraW,2013-03-25,Interoffice,"Get all additional info, let know about Welcome Letter in email",Update Family Information,2013-03-29,1,Education through HMG,
4074,2415,LauraW,2013-03-29,Interoffice,Resend Welcome Letter,Other,2013-04-01,1,Complete,
4075,2559,AndreaR,2013-03-29,Other,emailed mom because she never answered her calls,Update Family Information,2013-03-29,1,Left Message,
4077,2576,AndreaR,2013-03-29,Interoffice,"call after 3 p.m., New family see notes",Update Family Information,2013-04-01,1,Complete,
4078,2577,AndreaR,2013-03-29,Interoffice,new family and see notes if no response again close file,Update Family Information,2013-04-19,1,Complete,
4079,2577,AndreaR,2013-03-29,Interoffice,LVM,Update Family Information,2013-03-29,1,Left Message,
4080,2578,AndreaR,2013-03-29,Interoffice,"new family see notes, if no response this time close file/call",Update Family Information,2013-05-24,1,,
4081,2578,AndreaR,2013-03-29,Other,LVM,Update Family Information,2013-03-29,1,Left Message,
4084,2157,AndreaR,2013-03-29,Interoffice,check to see if mother has come back,Update Family Information,2013-05-20,0,,
4086,2333,LauraW,2013-03-29,Interoffice,"They weren't able to get CHIP for Chloee, so she's still uninsured. What other options are out there? The family has been trying to utilize organic and natrual treatments to sooth her body.",Research,2013-04-01,1,,
4087,1735,MeganT,2013-03-29,Interoffice,call Doc to verify fax number,Update Family Information,2013-04-01,0,,
4088,2579,HillaryM,2013-03-29,Interoffice,need enrollment form,Update Family Information,2013-04-02,1,Complete,
4089,2580,HillaryM,2013-03-29,Interoffice,permission to send to dr??,Update Family Information,2013-09-03,1,,
4091,2581,HillaryM,2013-03-29,Interoffice,send protective factor letter through mail,Update Family Information,2013-04-11,1,Complete,
4093,2582,AndreaR,2013-04-01,Interoffice,"New family, how heard about HMG",Update Family Information,2013-04-03,1,Complete,
4094,2583,AndreaR,2013-04-01,Interoffice,"Maile welcome letter, ASQ results, and HMG Brochure w/letter to contact us",Update Family Information,2013-04-03,1,Complete,
4096,2179,AndreaR,2013-04-01,Interoffice,emailed questions,Update Family Information,2013-04-01,1,Left Message,
4097,2584,AndreaR,2013-04-01,Interoffice,"call Austism Assesment and TX Center, explain HMG",Update Family Information,2013-04-02,1,Complete,
4099,2428,HillaryM,2013-04-02,Interoffice,see child notes; correspondence through email; I haven't asked about family info yet bc email process has been slow. HM,Update Family Information,2013-04-02,1,Complete,
4101,2583,AndreaR,2013-04-02,Interoffice,if no response close file send exit letter,Update Family Information,2013-04-08,1,Client cannot be reached,
4103,2070,MeganT,2013-04-02,Interoffice,if no response close file after calling,Still interested?,2013-04-15,1,,
4104,2355,AndreaR,2013-04-02,Interoffice,call to see if still interested; if no answer close file,Still interested?,2013-05-06,1,Complete,
4106,2168,AndreaR,2013-04-02,Interoffice,mom is still interested,Still interested?,2013-06-12,1,,
4108,2585,BarbaraL,2013-04-03,Informational resources,Gave Diena resource sheet on Speech and Language and List of Audiologist in Utah County,Connected?,2013-04-15,1,Received service,
4109,2576,AndreaR,2013-04-03,Interoffice,Is child on insurance Medcaid,Update Family Information,2013-05-08,1,Complete,
4111,2578,AndreaR,2013-05-15,Interoffice,Emailed info,Update Family Information,2013-05-15,1,Email reminder,
4112,2569,AndreaR,2013-04-04,Other,LVM,Update Family Information,2013-04-04,1,Left Message,
4113,2570,AndreaR,2013-04-04,Other,LVM,Update Family Information,2013-04-04,1,Left Message,
4114,2571,AndreaR,2013-04-04,Interoffice,LVM,Update Family Information,2013-04-04,1,,
4117,2501,AndreaR,2013-04-05,Interoffice,if no response close file,Update Family Information,2013-06-25,1,,
4122,2002,AndreaR,2013-04-09,Interoffice,Riley Graduate out of ASQ?,Update Family Information,2013-04-15,1,Complete,
4123,2248,AndreaR,2013-04-09,Interoffice,call to see if stil internested,Still interested?,2013-04-22,1,Complete,
4124,2205,AndreaR,2013-05-06,Interoffice,if no response call to close file,Still interested?,2013-04-15,1,Complete,
4125,1448,AndreaR,2013-04-09,Interoffice,email mom about Kingston ASQ repeat,Update Family Information,2013-04-18,1,Complete,
4126,2590,HillaryM,2013-04-10,Interoffice,Send ASQ to dr? No - moved to New Mexico,Update Family Information,2013-05-06,1,Complete,
4127,2060,MeganT,2013-04-10,Interoffice,,Still interested?,2013-04-15,1,,
4129,2534,HillaryM,2013-04-11,Interoffice,"Doctor may be gone, check back with her about this, when faxing results to doctor. HM",Update Family Information,2013-05-15,1,,
4132,2387,HillaryM,2013-04-11,Interoffice,voicemail,Update Family Information,2013-04-11,1,No follow through by client,
4133,2580,HillaryM,2013-04-11,Interoffice,sent email to ask permission to send results to dr,Update Family Information,2013-04-11,1,Left Message,
4134,2500,RobinL,2011-02-28,Interoffice,sent f/u email,Connected?,2013-05-16,1,Third attempt,
4135,2594,HillaryM,2013-04-12,Interoffice,concerns? Info? Left voicemail,Update Family Information,2013-04-18,1,Left Message,
4136,2476,HillaryM,2013-04-30,Interoffice,attach permission form,Update Family Information,2013-05-07,1,,
4137,2410,TaliaS,2013-04-15,Interoffice,Called. No answer. Unable to leave voicemail. Emailed. Bad email address. Mailed letter indicating that would close account if did not hear from her by May 1.,Update Family Information,2013-04-15,1,Complete,
4138,2410,TaliaS,2013-02-07,Interoffice,Called. No answer. Unable to leave voicemail.,Update Family Information,2013-02-07,1,Complete,
4139,2485,TaliaS,2013-04-15,Interoffice,"Emailed mother again. If no response in two weeks, mail letter.",Update Family Information,2013-04-15,1,Second attempt,
4140,2480,TaliaS,2013-04-15,Interoffice,Sent letter requesting info. Close file if no response by 5/1/2013.,Update Family Information,2013-04-15,1,Complete,
4142,2474,TaliaS,2013-04-15,Interoffice,Spoke with mother briefly. Expressed concern about nephew. Asked that I call back tomorrow around 4:25 PM because her phone battery was dying.,Update Family Information,2013-04-15,1,Complete,
4143,2486,TaliaS,2013-04-15,Interoffice,"Called. Lady picked up, but then phone call was promptly disconnected. Called back, and call went straight to voicemail. Left message asking how we could help. Left contact information.",Update Family Information,2013-04-15,1,Second attempt,
4144,2596,HillaryM,2013-04-16,Interoffice,"ask about Insurance; Race/ethnicity, ASQ online? Email?,",Update Family Information,2013-06-10,1,,
4145,2598,AndreaR,2013-04-16,Interoffice,Insurance info and ASQ reults,Update Family Information,2013-04-29,1,Complete,
4146,2599,AndreaR,2013-04-16,Interoffice,Search Doctor information,Update Family Information,2013-04-22,1,,
4148,2600,HillaryM,2013-04-16,Interoffice,race/ethnicity;,Update Family Information,2013-08-30,1,,
4149,1962,AndreaR,2013-04-17,Interoffice,call to see if still interested in ASQ,Still interested?,2013-05-06,1,Complete,
4150,2101,MeganT,2013-04-17,Interoffice,"call to see if still interested if no close file; (5/24/13) talked to Barb and she said push back contact for another month - go ahead and send next ASQ but if she doesn't respond, call and close file.",Still interested?,2013-04-22,1,,
4151,2041,AndreaR,2013-04-17,Interoffice,,Still interested?,2013-05-01,1,Complete,
4152,1674,AndreaR,2013-04-17,Interoffice,is mom checking her email?,Update Family Information,2013-05-02,1,Complete,
4153,2101,BarbaraL,2012-08-01,Welcome Baby UWAY 801-691-5320,Mom connected and visited over the 8 mos with WB home visitor.,Connected?,2012-08-15,1,Received service,
4154,2601,AndreaR,2013-04-17,Interoffice,Doctors info/ attatch enrollment form,Research,2013-06-10,0,,
4155,2585,BarbaraL,2013-04-17,Interoffice,emailed and left message for Diena to see if she was able to connect to resources for Speech and Language. BL,Other,2013-04-25,1,Left Message,
4156,2601,AndreaR,2013-04-17,Interoffice,did mom talk to S.S. office,Verify Improvement,2013-04-22,1,Complete,
4158,2451,LauraW,2013-03-25,Interoffice,"Tried Email, if I haven't heard back in a week, close file",Update Family Information,2013-04-08,1,Left Message,
4160,2594,HillaryM,2013-04-18,Interoffice,info/ concerns? ASQ? Etc permission form,Update Family Information,2013-04-25,1,,
4162,2414,LauraW,2013-03-29,Interoffice,Emailed,Update Family Information,2013-03-29,1,Left Message,
4164,2602,AndreaR,2013-04-18,Interoffice,scan and attach Early Intervention referral,Update Family Information,2013-04-19,1,Complete,
4165,2604,AndreaR,2013-04-30,Interoffice,call Christy Newman Back,Research,2013-05-02,1,Complete,
4166,2605,AndreaR,2013-04-18,Interoffice,5/16/2013 emailed if no response call to  close file if yes then get family info :),Update Family Information,2013-05-27,1,,
4167,2385,HillaryM,2013-04-18,Interoffice,"need insurance/race info, connected to resource?",Update Family Information,2013-04-23,1,No response,
4168,2157,AndreaR,2013-04-18,Interoffice,LVM,Update Family Information,2013-03-29,1,Left Message,
4170,2606,BarbaraL,2013-04-18,Grandfamilies of Utah County  (801) 373-4765,"Spoke with Anna Lee and she will call family, also spoke to Renee and updated her information and will send her a followup to information. Send referral to Grandfamileis talk to Anna Lee, called and no answer. BL",Connected?,2013-04-25,1,Complete,
4171,2607,AndreaR,2013-04-19,Interoffice,"new family, submitted ASQ online",Update Family Information,2013-04-22,1,Complete,
4172,2180,MeganT,2013-04-19,Interoffice,if no response see if still interested,Still interested?,2013-05-06,1,,
4173,1621,AndreaR,2013-04-19,Interoffice,has not turned in ASQ ask if still interested.,Still interested?,2013-04-25,1,Complete,
4174,2094,MeganT,2013-04-19,Interoffice,has not responded in a while,Still interested?,2013-05-13,1,,
4176,2258,AndreaR,2013-04-19,Interoffice,send exit letter,Other,2013-04-22,1,Complete,
4177,2408,TaliaS,2013-04-22,Interoffice,Called. No answer. Unable to leave voicemail. (No voicemail set up.),Update Family Information,2013-04-22,1,Complete,
4178,2408,TaliaS,,Interoffice,Called. Spoke with man who said that she was not. Indicated that I would call back.,Update Family Information,2013-04-15,1,Complete,
4179,2477,TaliaS,2013-04-22,Interoffice,Unable to reach family. Sent letter indicating that would be closing file.,Update Family Information,2013-06-06,1,Third attempt,
4180,2059,MeganT,2013-04-22,Interoffice,call to see if still interested in ASQ's or email,Still interested?,2013-04-29,1,,
4182,2196,AndreaR,2013-04-22,Interoffice,LVM,Update Family Information,2013-05-14,1,Complete,
4184,2191,AndreaR,2013-04-22,Interoffice,email dad send ASQ's call 7/5/2013 emailed,Update Family Information,2013-06-24,0,,
4186,2606,BarbaraL,2013-05-06,Interoffice,call to see if linked to grandfamilies Connected wth number initially but seems to be not a correct number.,Connected?,2013-05-09,1,Third attempt,
4188,2495,DeborahW,2013-04-22,Website,wants to find the ors/child support application online. Will send her the link.,Connected?,2013-04-22,1,Received service,
4190,2609,DeborahW,2013-04-23,Interoffice,"call mom back if she hasn't yet contacted me. Left message 4/23/13. sent email 5/21/13 with link to screening. Will call her in july. If she sends back in the questionnaire, make sure to finish her inake.",Update Family Information,2013-05-21,1,,
4191,2611,DeborahW,2013-04-23,Interoffice,"finish inake.  -enrollment says she wants the ASQ. Once I verify info, we'll send out questionnaire. If I don't get ahold of her, send her the link anyway. LM 5/21/13 dw",Update Family Information,2013-07-15,0,,
4192,2612,DeborahW,2013-04-23,Interoffice,left a message 4/23/13 dw,Update Family Information,2013-04-25,1,Complete,
4193,2325,MeganT,2013-04-23,Interoffice,,Still interested?,2013-04-29,1,,
4194,2346,AndreaR,2013-04-23,Interoffice,mom did an ASQ oline,Still interested?,2013-04-26,1,Received service,
4195,1997,MeganT,2013-04-23,Interoffice,if no response back to email call then close file,Still interested?,2013-05-06,1,,
4196,2137,AndreaR,2013-04-24,Interoffice,emailed if still interested,Still interested?,2013-04-24,1,Left Message,
4197,2137,AndreaR,2013-04-24,Interoffice,if no response to email call,Still interested?,2013-05-06,1,Complete,
4198,2615,AndreaR,2013-04-24,Interoffice,see notes/ call WIC and see what they offer,Research,2013-04-29,1,Complete,
4201,2390,HillaryM,2013-03-07,Interoffice,,Update Family Information,2013-03-07,1,No follow through by client,
4202,2586,MeganT,2013-04-25,Interoffice,look up doctor information,Update Family Information,2013-04-29,0,,
4203,2617,HillaryM,2013-04-25,Interoffice,has three older children; son is 6 yrs - need name and other info for him;,Update Family Information,2013-05-27,0,,
4205,2428,HillaryM,2013-04-25,Interoffice,resopnse to email??,Update Family Information,2013-05-01,1,Complete,
4206,2418,HillaryM,2013-04-25,Interoffice,attach doctor -  New # is (801)747-8701,Update Family Information,2013-05-31,1,,
4212,1413,DeborahW,2013-04-26,Interoffice,"never any follow-up done with her. Called and left a message to see if she's interested. If she hasn't ccalle back by this date, close her file. 5/21/13 never called back. She'll call if she has any concerns.",Update Family Information,2013-05-23,1,,
4213,1404,HillaryM,2013-04-26,Interoffice,call to see if mom is interested. Looks like she fell through the cracks and never rec'd the next ASQ. Enrollment form??,Update Family Information,2013-04-26,1,Complete,
4214,2619,DeborahW,2013-04-26,Interoffice,"race/ethnicity. Insurance, if she wants doctor info  - called and LVM also to see if she did receive the online ASQ 6/20/13 jk",Update Family Information,2013-07-05,1,First attempt,
4215,2624,AndreaR,2013-04-26,Interoffice,"new family get information, see notes",Update Family Information,2013-05-06,0,,
4216,2623,DeborahW,2013-04-26,Interoffice,call today! Finish enrolling and see what resources she's needing.,Update Family Information,2013-05-01,1,Email reminder,
4217,2263,BarbaraL,2013-04-23,Housing Authority,Called and left message for mom to see if received resource list and if any other options we could research for her,Connected?,2013-05-05,1,Complete,
4218,2626,DeborahW,2013-04-26,Interoffice,"finish enrolling, see if she wants additional informaiton/next ASQ",Update Family Information,2013-05-01,1,Left message,
4219,2627,DeborahW,2013-04-26,Interoffice,finish enrolling - see if she wants to continue with ASQ,Update Family Information,2013-04-26,1,Left message,
4220,2628,AndreaR,2013-04-26,Interoffice,"check if she wants to still receive ASQs, doctor, permission etc.",Update Family Information,2013-05-20,1,,
4221,2630,AndreaR,2013-04-29,Interoffice,see notes,Research,2013-05-06,1,Complete,
4225,2382,HillaryM,2013-04-30,Interoffice,received Welcome Baby visit in February,Connected?,2013-05-31,1,,
4227,2412,LauraW,2013-03-20,Parks & Recreation,,Still interested?,2013-05-24,1,,
4240,2348,AndreaR,2013-04-30,Interoffice,attach ASQ 4 Mo on children's page,Update Family Information,2013-05-10,1,Complete,
4241,2409,HillaryM,2013-04-30,Interoffice,results to dr?,Update Family Information,2013-06-17,1,,
4244,2520,AndreaR,2013-04-30,Interoffice,call to see how else we can help or if she is still interested in more informational resources,Update Family Information,2013-05-06,0,,
4248,2532,HillaryM,2013-04-30,Interoffice,need permission form - left voicemail. See email,Update Family Information,2013-04-30,1,Left message,
4249,2528,HillaryM,2013-04-30,Interoffice,need enrollment form,Update Family Information,2013-05-15,1,,
4250,2423,HillaryM,2013-04-30,Interoffice,ask for new address,Update Family Information,2013-07-22,0,,
4254,2581,HillaryM,2013-04-30,Interoffice,attach enrollment form,Update Family Information,2013-05-15,1,,
4255,2478,HillaryM,2013-04-30,Interoffice,attach enrollment form,Update Family Information,2013-05-15,1,,
4256,2488,HillaryM,2013-04-30,Interoffice,grant questions,Update Family Information,2013-05-24,1,,
4267,1890,AndreaR,2013-04-30,Interoffice,has not responded to calls/emails,Still interested?,2013-05-15,1,No response,
4270,2032,AndreaR,2013-04-30,Interoffice,has not returned ASQ's,Still interested?,2013-05-03,1,Complete,
4276,2339,RobinL,2013-05-15,Interoffice,email 5/28 to see if connected,Connected?,2013-05-15,1,Second attempt,
4277,1914,RobinL,2013-05-15,Interoffice,"UVU Autism Conf, Orem PERC, Provo Rec.  Gets ideas from therapist, feel supported.",Connected?,2013-05-15,1,Complete,
4285,1140,RobinL,2013-05-15,Interoffice,After Spencer's 54mo ASQ does family still want HMG services?,Send Paper Screening,2013-08-15,0,,
4289,1266,RobinL,2010-10-26,Family Support and Treatment  801-229-1181,Love/Logic classes,Connected?,2010-11-25,1,Left Message,
4290,1966,RobinL,2013-05-15,Interoffice,is she receiving ASQ?,Verify Receipt of Screening,2013-05-15,1,Screening complete,
4291,1878,BarbaraL,2013-05-15,Interoffice,? DATA,,2013-05-15,1,,
4292,2530,MeganT,2013-05-10,Interoffice,"Megan talk to ,me about this family.  Mikelle is the head of community development at IHC- Let's give her good service. Barb",Other,2013-05-24,1,,
4293,1988,RobinL,2013-05-15,Interoffice,"No phone, no email, doesn't answer paper mail.  Send 3rd attempt by mail, if no response, close file.",Verify Receipt of Screening,2013-05-15,1,Third attempt,
4294,1208,RobinL,2013-05-15,Interoffice,? DATA,Other,2013-05-15,0,,
4295,2309,HillaryM,2013-05-01,Interoffice,See notes above,Still interested?,2013-05-01,1,Left message,
4312,2288,RobinL,2013-05-15,Interoffice,"completed exams, no results, wants activities for summer",Relay Information,2013-05-15,1,Screening complete,
4314,1427,RobinL,2011-07-12,Alpine Assessment Center  801-763-7952,Rachel Adams is Mom's sister (Schumacher-Clark) Close this file.,Still interested?,2011-07-12,1,Complete,
4315,1242,RobinL,2010-08-10,Alpine School District 801-756-8400,,Connected?,2010-08-10,1,Complete,
4316,2631,AndreaR,2013-05-01,Interoffice,new family received ASQ online,Update Family Information,2013-05-06,0,,
4317,2634,AndreaR,2013-05-01,Interoffice,new family just verify info and email to send info on parenting education Email Him,Update Family Information,2013-05-15,1,Complete,
4318,1770,MeganT,2013-05-01,Interoffice,ASQ was sent back verify address,Update Family Information,2013-05-06,1,,
4319,2275,BarbaraL,2013-05-01,Interoffice,"Will call mom , in about three months to see how things are going. BL",Connected?,2013-07-01,0,,
4320,2275,BarbaraL,2013-05-01,Interoffice,Mom needs resources- Orthepedic appointment,Connected?,2013-05-05,1,Complete,
4322,2376,BarbaraL,2013-04-29,Interoffice,Check on how family is doing and close out if receiving services,Connected?,2013-05-15,1,Complete,
4327,2570,AndreaR,2013-05-02,Interoffice,add in doctor information/ see email,Update Family Information,2013-05-14,1,Complete,
4330,1129,MeganT,2013-05-02,Interoffice,Follow-up call to see if she needs additional resources for her Children.,Verify Improvement,2013-06-03,0,,
4331,2615,AndreaR,2013-05-02,Pregnancy Resource Center  801-221-2591,left message for mom,Connected?,2013-05-02,1,Left message,
4332,2615,AndreaR,2013-05-03,Centro Hispano  801-655-0258,left message for mom,Connected?,2013-05-03,1,Left message,
4333,2615,AndreaR,2013-05-03,Pregnancy Resource Center  801-221-2591,,Connected?,2013-05-17,1,,
4334,2615,AndreaR,2013-05-03,Centro Hispano  801-655-0258,,Connected?,2013-05-17,1,,
4342,2594,HillaryM,2013-05-03,Interoffice,voicemail,Update Family Information,2013-05-03,1,Left message,
4343,2594,HillaryM,2013-05-03,Interoffice,,Update Family Information,2013-05-31,1,,
4344,2562,AndreaR,2013-05-03,Interoffice,mom not interested her son is already receiving services.,Update Family Information,2013-05-03,1,Complete,
4345,2635,AndreaR,2013-05-03,Interoffice,new family as how may we help you,Update Family Information,2013-05-20,0,,
4347,2275,BarbaraL,2013-05-03,Medicaid 1-866-435-7414,Sent mom and email with information on medicaid transportation.,Connected?,2013-05-07,1,,
4349,2374,BarbaraL,2013-05-03,Nebo School District  801-354-7400,Called left message and will try back in a week. BL,Connected?,2013-05-23,1,First attempt,
4351,2275,BarbaraL,2013-05-03,Informational resources,http://www.expectamiraclefoundation.org/EAM_Application_2013.pdf,Connected?,2013-07-01,1,Second attempt,
4354,1415,DeborahW,2011-04-18,Interoffice,she'll call back with info. 6/13/11 dw called and left message with her daughter to have her call me. Will close file and wait to hear from her.,Update Family Information,2011-05-17,1,Complete,
4357,2636,AndreaR,2013-05-06,Interoffice,new famlly turned in ASQ online,Update Family Information,2013-05-14,1,Complete,
4364,2601,AndreaR,2013-05-06,Interoffice,5/6/2013 how did SS appt go 5/24/2013 LVM,Verify Improvement,2013-05-27,1,,
4365,2639,JenK,2013-05-07,Nebo School District  801-354-7400,,,,0,Not Connected,
4366,2639,JenK,2013-05-07,Nebo School District  801-354-7400,parenting class - love and logic,Connected?,2013-05-14,1,Left message,
4367,2639,JenK,2013-05-24,Nebo School District  801-354-7400,parenting class -0 love and logic - parent found other resource through local neighborhood.,Connected?,2013-05-17,1,No response,
4368,2639,JenK,2013-06-01,Nebo School District  801-354-7400,,Connected?,2013-06-01,1,3rd Contact,
4370,2645,JenK,2013-05-07,Interoffice,"call family because they didn’t sign what services they want, call to verify if interested in services",Update Family Information,2013-05-09,0,,
4371,2646,MeganT,2013-05-07,Interoffice,,Update Family Information,2013-05-10,0,,
4372,2646,MeganT,2013-05-07,Interoffice,Scan enrollment form and upload as a PDF.,Other,2013-05-13,0,,
4374,2647,,2013-05-07,Granite School District Preschool,Will call and send mom information for Granite School Preschool.,,,1,3rd Contact,
4375,2647,BarbaraL,2013-05-07,Granite School District Preschool,Called mom and spoke with grandpa.  Mom is cognitively impaired but would like son in preschool. Will call Granite and send an email to Brenda.,Connected?,2013-05-14,1,,
4376,2647,BarbaraL,2013-05-07,Granite School District Preschool,"Send mom information, sent letter for mom on 5/8/2013.",Connected?,2013-05-07,1,Complete,
4377,2532,HillaryM,2013-05-08,Interoffice,need permission form,Update Family Information,2013-05-15,1,,
4378,2309,HillaryM,2013-05-08,Interoffice,"if no response, close file.",Update Family Information,2013-06-07,1,,
4379,2431,HillaryM,2013-03-05,Medicaid 1-866-435-7414,relayed info from Randall about Medicaid,Connected?,2013-03-05,1,Complete,
4380,2431,HillaryM,2013-02-28,Website,sent email from health.utah.gov/medicaid website,,2013-02-28,1,Complete,
4381,2492,BarbaraL,2013-05-07,Informational resources,"Don't have the Activitiey guide yet from CCRR. Send mom Activity guide for Utah County 2013, and information on the WB Playgroup",Other,2013-05-30,1,First attempt,
4382,2492,BarbaraL,2013-05-07,Interoffice,Check with Stephanie if we now have a playgroup in Saratoga Springs area,Connected?,2013-05-22,1,,
4387,2651,JenK,2013-05-09,ASQ,sent ASQ link as requested,Verify Receipt of Screening,2013-05-14,1,Complete,
4390,2286,AndreaR,2013-05-09,Interoffice,send exit letter,Other,2013-05-10,0,,
4392,2627,DeborahW,2013-05-09,Interoffice,finish enrolling,Update Family Information,2013-05-21,1,,
4393,2626,DeborahW,2013-05-09,Interoffice,"finish enrolling, see if she wants additional informaiton/next ASQ",Update Family Information,2013-05-13,1,Complete,
4394,2623,DeborahW,2013-05-09,Interoffice,call today! Finish enrolling and see what resources she's needing.,Update Family Information,2013-05-18,1,Complete,
4396,2390,HillaryM,2013-05-10,Interoffice,called left vm and sent email on 5/10. Still interested? - She replied to contact her through email.,Update Family Information,2013-05-15,1,,
4399,1980,AndreaR,2013-05-10,Interoffice,call again to see if she got ASQ emal,Update Family Information,2013-05-13,1,Complete,
4400,2401,DeborahW,2013-05-10,Centro Hispano  801-655-0258,,Connected?,2013-05-18,1,,
4401,1414,AndreaR,2013-05-13,Interoffice,do not fax until doctor info is updated by mom,Update Family Information,2013-05-29,1,,
4402,2209,AndreaR,2013-05-13,Interoffice,did mom get email,Other,2013-05-20,1,,
4403,2183,AndreaR,2013-05-14,Interoffice,LVM 5/17/2013,Update Family Information,2013-05-17,1,First attempt,
4405,2661,JenK,2013-05-14,Interoffice,get more information,Update Family Information,2013-05-23,1,,
4406,1626,AndreaR,2013-05-14,Interoffice,re-send email if not sent,,2013-05-16,1,,
4407,2408,TaliaS,2013-05-14,Interoffice,Sent family letter indicating that closing file but invited them to contact us should they need anything.,Other,2013-05-14,1,Complete,
4408,2142,TaliaS,2013-05-14,Interoffice,Sent family letter indicating that closing file but invited them to contact us should they need anything.,Other,2013-05-14,1,Complete,
4409,2344,TaliaS,2013-05-14,Interoffice,Closed file. Mother received info.,Other,2013-05-14,1,Complete,
4410,2480,TaliaS,2013-05-14,Interoffice,Sent family letter indicating that closing file but invited them to contact us should they need anything.,Other,2013-05-14,1,Complete,
4411,2636,AndreaR,2013-05-14,Interoffice,new family LVM,Update Family Information,2013-05-14,1,Left message,
4412,2669,RobinL,2013-05-13,Family Resource Facilitator,Brenda Chabot 801-373-4765,Connected?,2013-05-15,1,Complete,
4413,2410,TaliaS,2013-05-14,Interoffice,Bad email and mailing address. No response by phone.,Other,2013-05-14,1,Complete,
4414,2314,RobinL,2012-12-17,Interoffice,3rd contact but will wait to receive 4 mo ASQ (left msg on work phone.  GET HOME ADDRESS AND PHONE #,Update Family Information,2013-05-25,1,Third attempt,
4415,2670,AndreaR,2013-05-14,Interoffice,calll mom to see how they are doing / when mom sends ASQ back get doctor info,Update Family Information,2013-06-10,0,,
4416,2671,MeganT,2013-05-14,Interoffice,permission to fax?,Update Family Information,2013-05-17,1,,
